'Time','ECG'
'[09:20:45.141]',2.525
'[09:20:45.148]',2.065
'[09:20:45.156]',0.085
'[09:20:45.164]',-0.895
'[09:20:45.172]',-0.745
'[09:20:45.180]',-0.475
'[09:20:45.188]',-0.315
'[09:20:45.195]',-0.215
'[09:20:45.203]',-0.215
'[09:20:45.211]',-0.195
'[09:20:45.219]',-0.255
'[09:20:45.227]',-0.205
'[09:20:45.234]',-0.215
'[09:20:45.242]',-0.195
'[09:20:45.250]',-0.195
'[09:20:45.258]',-0.175
'[09:20:45.266]',-0.205
'[09:20:45.273]',-0.165
'[09:20:45.281]',-0.165
'[09:20:45.289]',-0.135
'[09:20:45.297]',-0.165
'[09:20:45.305]',-0.175
'[09:20:45.313]',-0.155
'[09:20:45.320]',-0.145
'[09:20:45.328]',-0.145
'[09:20:45.336]',-0.115
'[09:20:45.344]',-0.115
'[09:20:45.352]',-0.105
'[09:20:45.359]',-0.095
'[09:20:45.367]',-0.085
'[09:20:45.375]',-0.035
'[09:20:45.383]',-0.075
'[09:20:45.391]',-0.035
'[09:20:45.398]',-0.085
'[09:20:45.406]',-0.045
'[09:20:45.414]',0.005
'[09:20:45.422]',-0.005
'[09:20:45.430]',0.045
'[09:20:45.438]',-0.065
'[09:20:45.445]',-0.085
'[09:20:45.453]',-0.115
'[09:20:45.461]',-0.105
'[09:20:45.469]',-0.115
'[09:20:45.477]',-0.125
'[09:20:45.484]',-0.135
'[09:20:45.492]',-0.115
'[09:20:45.500]',-0.105
'[09:20:45.508]',-0.115
'[09:20:45.516]',-0.115
'[09:20:45.523]',-0.115
'[09:20:45.531]',-0.165
'[09:20:45.539]',-0.145
'[09:20:45.547]',-0.125
'[09:20:45.555]',-0.125
'[09:20:45.563]',-0.105
'[09:20:45.570]',-0.105
'[09:20:45.578]',-0.095
'[09:20:45.586]',-0.065
'[09:20:45.594]',-0.095
'[09:20:45.602]',-0.115
'[09:20:45.609]',-0.085
'[09:20:45.617]',-0.085
'[09:20:45.625]',-0.085
'[09:20:45.633]',-0.085
'[09:20:45.641]',-0.115
'[09:20:45.648]',-0.095
'[09:20:45.656]',-0.115
'[09:20:45.664]',-0.105
'[09:20:45.672]',-0.095
'[09:20:45.680]',-0.095
'[09:20:45.688]',-0.105
'[09:20:45.695]',-0.085
'[09:20:45.703]',-0.125
'[09:20:45.711]',-0.115
'[09:20:45.719]',-0.105
'[09:20:45.727]',-0.025
'[09:20:45.734]',-0.025
'[09:20:45.742]',-0.015
'[09:20:45.750]',0.035
'[09:20:45.758]',0.055
'[09:20:45.766]',0.105
'[09:20:45.773]',0.015
'[09:20:45.781]',-0.015
'[09:20:45.789]',-0.015
'[09:20:45.797]',-0.095
'[09:20:45.805]',-0.115
'[09:20:45.813]',-0.135
'[09:20:45.820]',-0.155
'[09:20:45.828]',-0.185
'[09:20:45.836]',-0.165
'[09:20:45.844]',-0.215
'[09:20:45.852]',-0.135
'[09:20:45.859]',0.465
'[09:20:45.867]',1.415
'[09:20:45.875]',2.485
'[09:20:45.883]',1.975
'[09:20:45.891]',-0.075
'[09:20:45.898]',-0.955
'[09:20:45.906]',-0.815
'[09:20:45.914]',-0.495
'[09:20:45.922]',-0.365
'[09:20:45.930]',-0.305
'[09:20:45.938]',-0.275
'[09:20:45.945]',-0.285
'[09:20:45.953]',-0.305
'[09:20:45.961]',-0.265
'[09:20:45.969]',-0.295
'[09:20:45.977]',-0.245
'[09:20:45.984]',-0.265
'[09:20:45.992]',-0.265
'[09:20:46.000]',-0.275
'[09:20:46.008]',-0.215
'[09:20:46.016]',-0.235
'[09:20:46.023]',-0.195
'[09:20:46.031]',-0.185
'[09:20:46.039]',-0.195
'[09:20:46.047]',-0.195
'[09:20:46.055]',-0.165
'[09:20:46.063]',-0.185
'[09:20:46.070]',-0.165
'[09:20:46.078]',-0.145
'[09:20:46.086]',-0.135
'[09:20:46.094]',-0.135
'[09:20:46.102]',-0.125
'[09:20:46.109]',-0.105
'[09:20:46.117]',-0.125
'[09:20:46.125]',-0.095
'[09:20:46.133]',-0.085
'[09:20:46.141]',-0.065
'[09:20:46.148]',-0.055
'[09:20:46.156]',-0.075
'[09:20:46.164]',-0.105
'[09:20:46.172]',-0.095
'[09:20:46.180]',-0.135
'[09:20:46.188]',-0.115
'[09:20:46.195]',-0.135
'[09:20:46.203]',-0.165
'[09:20:46.211]',-0.175
'[09:20:46.219]',-0.175
'[09:20:46.227]',-0.165
'[09:20:46.234]',-0.185
'[09:20:46.242]',-0.175
'[09:20:46.250]',-0.185
'[09:20:46.258]',-0.205
'[09:20:46.266]',-0.205
'[09:20:46.273]',-0.175
'[09:20:46.281]',-0.175
'[09:20:46.289]',-0.155
'[09:20:46.297]',-0.165
'[09:20:46.305]',-0.175
'[09:20:46.313]',-0.125
'[09:20:46.320]',-0.165
'[09:20:46.328]',-0.145
'[09:20:46.336]',-0.155
'[09:20:46.344]',-0.155
'[09:20:46.352]',-0.125
'[09:20:46.359]',-0.135
'[09:20:46.367]',-0.145
'[09:20:46.375]',-0.145
'[09:20:46.383]',-0.145
'[09:20:46.391]',-0.135
'[09:20:46.398]',-0.155
'[09:20:46.406]',-0.145
'[09:20:46.414]',-0.155
'[09:20:46.422]',-0.155
'[09:20:46.430]',-0.155
'[09:20:46.438]',-0.155
'[09:20:46.445]',-0.155
'[09:20:46.453]',-0.155
'[09:20:46.461]',-0.145
'[09:20:46.469]',-0.145
'[09:20:46.477]',-0.085
'[09:20:46.484]',-0.065
'[09:20:46.492]',-0.055
'[09:20:46.500]',-0.025
'[09:20:46.508]',-0.005
'[09:20:46.516]',0.025
'[09:20:46.523]',-0.005
'[09:20:46.531]',-0.035
'[09:20:46.539]',-0.035
'[09:20:46.547]',-0.065
'[09:20:46.555]',-0.125
'[09:20:46.563]',-0.125
'[09:20:46.570]',-0.165
'[09:20:46.578]',-0.175
'[09:20:46.586]',-0.175
'[09:20:46.594]',-0.145
'[09:20:46.602]',-0.215
'[09:20:46.609]',0.035
'[09:20:46.617]',0.725
'[09:20:46.625]',1.555
'[09:20:46.633]',2.125
'[09:20:46.641]',1.255
'[09:20:46.648]',-0.365
'[09:20:46.656]',-0.845
'[09:20:46.664]',-0.655
'[09:20:46.672]',-0.465
'[09:20:46.680]',-0.325
'[09:20:46.688]',-0.245
'[09:20:46.695]',-0.255
'[09:20:46.703]',-0.275
'[09:20:46.711]',-0.245
'[09:20:46.719]',-0.255
'[09:20:46.727]',-0.255
'[09:20:46.734]',-0.255
'[09:20:46.742]',-0.255
'[09:20:46.750]',-0.225
'[09:20:46.758]',-0.235
'[09:20:46.766]',-0.255
'[09:20:46.773]',-0.205
'[09:20:46.781]',-0.215
'[09:20:46.789]',-0.205
'[09:20:46.797]',-0.225
'[09:20:46.805]',-0.205
'[09:20:46.813]',-0.165
'[09:20:46.820]',-0.165
'[09:20:46.828]',-0.155
'[09:20:46.836]',-0.135
'[09:20:46.844]',-0.105
'[09:20:46.852]',-0.065
'[09:20:46.859]',-0.045
'[09:20:46.867]',-0.065
'[09:20:46.875]',-0.125
'[09:20:46.883]',-0.145
'[09:20:46.891]',-0.095
'[09:20:46.898]',-0.045
'[09:20:46.906]',-0.045
'[09:20:46.914]',-0.025
'[09:20:46.922]',-0.045
'[09:20:46.930]',-0.075
'[09:20:46.938]',-0.065
'[09:20:46.945]',-0.125
'[09:20:46.953]',-0.105
'[09:20:46.961]',-0.105
'[09:20:46.969]',-0.105
'[09:20:46.977]',-0.135
'[09:20:46.984]',-0.135
'[09:20:46.992]',-0.105
'[09:20:47.000]',-0.145
'[09:20:47.008]',-0.125
'[09:20:47.016]',-0.125
'[09:20:47.023]',-0.135
'[09:20:47.031]',-0.165
'[09:20:47.039]',-0.155
'[09:20:47.047]',-0.135
'[09:20:47.055]',-0.155
'[09:20:47.063]',-0.135
'[09:20:47.070]',-0.115
'[09:20:47.078]',-0.115
'[09:20:47.086]',-0.165
'[09:20:47.094]',-0.115
'[09:20:47.102]',-0.155
'[09:20:47.109]',-0.115
'[09:20:47.117]',-0.065
'[09:20:47.125]',-0.045
'[09:20:47.133]',-0.045
'[09:20:47.141]',-0.045
'[09:20:47.148]',-0.045
'[09:20:47.156]',-0.075
'[09:20:47.164]',-0.085
'[09:20:47.172]',-0.125
'[09:20:47.180]',-0.095
'[09:20:47.188]',-0.085
'[09:20:47.195]',-0.095
'[09:20:47.203]',-0.115
'[09:20:47.211]',-0.085
'[09:20:47.219]',-0.105
'[09:20:47.227]',-0.015
'[09:20:47.234]',-0.025
'[09:20:47.242]',0.015
'[09:20:47.250]',0.005
'[09:20:47.258]',0.065
'[09:20:47.266]',0.045
'[09:20:47.273]',0.005
'[09:20:47.281]',-0.055
'[09:20:47.289]',-0.045
'[09:20:47.297]',-0.155
'[09:20:47.305]',-0.175
'[09:20:47.313]',-0.225
'[09:20:47.320]',-0.255
'[09:20:47.328]',-0.215
'[09:20:47.336]',-0.195
'[09:20:47.344]',-0.235
'[09:20:47.352]',-0.195
'[09:20:47.359]',0.315
'[09:20:47.367]',1.285
'[09:20:47.375]',2.435
'[09:20:47.383]',2.475
'[09:20:47.391]',0.535
'[09:20:47.398]',-1.085
'[09:20:47.406]',-0.985
'[09:20:47.414]',-0.615
'[09:20:47.422]',-0.425
'[09:20:47.430]',-0.335
'[09:20:47.438]',-0.325
'[09:20:47.445]',-0.345
'[09:20:47.453]',-0.345
'[09:20:47.461]',-0.315
'[09:20:47.469]',-0.335
'[09:20:47.477]',-0.285
'[09:20:47.484]',-0.295
'[09:20:47.492]',-0.265
'[09:20:47.500]',-0.265
'[09:20:47.508]',-0.245
'[09:20:47.516]',-0.265
'[09:20:47.523]',-0.235
'[09:20:47.531]',-0.205
'[09:20:47.539]',-0.185
'[09:20:47.547]',-0.185
'[09:20:47.555]',-0.185
'[09:20:47.563]',-0.175
'[09:20:47.570]',-0.175
'[09:20:47.578]',-0.165
'[09:20:47.586]',-0.135
'[09:20:47.594]',-0.145
'[09:20:47.602]',-0.115
'[09:20:47.609]',-0.115
'[09:20:47.617]',-0.125
'[09:20:47.625]',-0.055
'[09:20:47.633]',-0.045
'[09:20:47.641]',-0.065
'[09:20:47.648]',-0.025
'[09:20:47.656]',-0.035
'[09:20:47.664]',-0.055
'[09:20:47.672]',-0.075
'[09:20:47.680]',-0.085
'[09:20:47.688]',-0.115
'[09:20:47.695]',-0.125
'[09:20:47.703]',-0.125
'[09:20:47.711]',-0.115
'[09:20:47.719]',-0.155
'[09:20:47.727]',-0.115
'[09:20:47.734]',-0.125
'[09:20:47.742]',-0.125
'[09:20:47.750]',-0.135
'[09:20:47.758]',-0.135
'[09:20:47.766]',-0.145
'[09:20:47.773]',-0.135
'[09:20:47.781]',-0.145
'[09:20:47.789]',-0.125
'[09:20:47.797]',-0.135
'[09:20:47.805]',-0.125
'[09:20:47.813]',-0.125
'[09:20:47.820]',-0.125
'[09:20:47.828]',-0.115
'[09:20:47.836]',-0.105
'[09:20:47.844]',-0.115
'[09:20:47.852]',-0.095
'[09:20:47.859]',-0.115
'[09:20:47.867]',-0.105
'[09:20:47.875]',-0.085
'[09:20:47.883]',-0.105
'[09:20:47.891]',-0.085
'[09:20:47.898]',-0.095
'[09:20:47.906]',-0.125
'[09:20:47.914]',-0.125
'[09:20:47.922]',-0.105
'[09:20:47.930]',-0.125
'[09:20:47.938]',-0.115
'[09:20:47.945]',-0.115
'[09:20:47.953]',-0.115
'[09:20:47.961]',-0.105
'[09:20:47.969]',-0.125
'[09:20:47.977]',-0.125
'[09:20:47.984]',-0.115
'[09:20:47.992]',-0.085
'[09:20:48.000]',-0.015
'[09:20:48.008]',0.005
'[09:20:48.016]',-0.025
'[09:20:48.023]',0.015
'[09:20:48.031]',0.065
'[09:20:48.039]',0.135
'[09:20:48.047]',0.045
'[09:20:48.055]',-0.015
'[09:20:48.063]',0.025
'[09:20:48.070]',-0.055
'[09:20:48.078]',-0.145
'[09:20:48.086]',-0.115
'[09:20:48.094]',-0.165
'[09:20:48.102]',-0.175
'[09:20:48.109]',-0.175
'[09:20:48.117]',-0.135
'[09:20:48.125]',-0.185
'[09:20:48.133]',0.265
'[09:20:48.141]',1.125
'[09:20:48.148]',2.095
'[09:20:48.156]',2.655
'[09:20:48.164]',1.155
'[09:20:48.172]',-0.755
'[09:20:48.180]',-1.005
'[09:20:48.188]',-0.645
'[09:20:48.195]',-0.385
'[09:20:48.203]',-0.305
'[09:20:48.211]',-0.275
'[09:20:48.219]',-0.265
'[09:20:48.227]',-0.245
'[09:20:48.234]',-0.305
'[09:20:48.242]',-0.255
'[09:20:48.250]',-0.285
'[09:20:48.258]',-0.235
'[09:20:48.266]',-0.225
'[09:20:48.273]',-0.225
'[09:20:48.281]',-0.245
'[09:20:48.289]',-0.225
'[09:20:48.297]',-0.215
'[09:20:48.305]',-0.235
'[09:20:48.313]',-0.185
'[09:20:48.320]',-0.185
'[09:20:48.328]',-0.175
'[09:20:48.336]',-0.175
'[09:20:48.344]',-0.195
'[09:20:48.352]',-0.165
'[09:20:48.359]',-0.145
'[09:20:48.367]',-0.145
'[09:20:48.375]',-0.105
'[09:20:48.383]',-0.105
'[09:20:48.391]',-0.125
'[09:20:48.398]',-0.125
'[09:20:48.406]',-0.095
'[09:20:48.414]',-0.085
'[09:20:48.422]',-0.055
'[09:20:48.430]',-0.055
'[09:20:48.438]',-0.045
'[09:20:48.445]',-0.055
'[09:20:48.453]',-0.085
'[09:20:48.461]',-0.105
'[09:20:48.469]',-0.125
'[09:20:48.477]',-0.105
'[09:20:48.484]',-0.115
'[09:20:48.492]',-0.135
'[09:20:48.500]',-0.115
'[09:20:48.508]',-0.105
'[09:20:48.516]',-0.135
'[09:20:48.523]',-0.115
'[09:20:48.531]',-0.155
'[09:20:48.539]',-0.115
'[09:20:48.547]',-0.115
'[09:20:48.555]',-0.125
'[09:20:48.563]',-0.095
'[09:20:48.570]',-0.105
'[09:20:48.578]',-0.115
'[09:20:48.586]',-0.105
'[09:20:48.594]',-0.115
'[09:20:48.602]',-0.105
'[09:20:48.609]',-0.055
'[09:20:48.617]',-0.105
'[09:20:48.625]',-0.075
'[09:20:48.633]',-0.095
'[09:20:48.641]',-0.095
'[09:20:48.648]',-0.095
'[09:20:48.656]',-0.105
'[09:20:48.664]',-0.105
'[09:20:48.672]',-0.115
'[09:20:48.680]',-0.115
'[09:20:48.688]',-0.105
'[09:20:48.695]',-0.105
'[09:20:48.703]',-0.145
'[09:20:48.711]',-0.115
'[09:20:48.719]',-0.115
'[09:20:48.727]',-0.115
'[09:20:48.734]',-0.125
'[09:20:48.742]',-0.125
'[09:20:48.750]',-0.115
'[09:20:48.758]',-0.115
'[09:20:48.766]',-0.135
'[09:20:48.773]',-0.135
'[09:20:48.781]',-0.135
'[09:20:48.789]',-0.065
'[09:20:48.797]',-0.045
'[09:20:48.805]',-0.035
'[09:20:48.813]',-0.015
'[09:20:48.820]',0.025
'[09:20:48.828]',0.085
'[09:20:48.836]',0.055
'[09:20:48.844]',0.005
'[09:20:48.852]',0.005
'[09:20:48.859]',-0.055
'[09:20:48.867]',-0.135
'[09:20:48.875]',-0.125
'[09:20:48.883]',-0.185
'[09:20:48.891]',-0.195
'[09:20:48.898]',-0.155
'[09:20:48.906]',-0.155
'[09:20:48.914]',-0.245
'[09:20:48.922]',0.055
'[09:20:48.930]',0.905
'[09:20:48.938]',1.865
'[09:20:48.945]',2.615
'[09:20:48.953]',1.645
'[09:20:48.961]',-0.375
'[09:20:48.969]',-1.065
'[09:20:48.977]',-0.815
'[09:20:48.984]',-0.525
'[09:20:48.992]',-0.355
'[09:20:49.000]',-0.275
'[09:20:49.008]',-0.305
'[09:20:49.016]',-0.295
'[09:20:49.023]',-0.285
'[09:20:49.031]',-0.285
'[09:20:49.039]',-0.275
'[09:20:49.047]',-0.265
'[09:20:49.055]',-0.265
'[09:20:49.063]',-0.245
'[09:20:49.070]',-0.245
'[09:20:49.078]',-0.255
'[09:20:49.086]',-0.215
'[09:20:49.094]',-0.235
'[09:20:49.102]',-0.205
'[09:20:49.109]',-0.225
'[09:20:49.117]',-0.215
'[09:20:49.125]',-0.185
'[09:20:49.133]',-0.175
'[09:20:49.141]',-0.155
'[09:20:49.148]',-0.165
'[09:20:49.156]',-0.155
'[09:20:49.164]',-0.145
'[09:20:49.172]',-0.145
'[09:20:49.180]',-0.155
'[09:20:49.188]',-0.135
'[09:20:49.195]',-0.125
'[09:20:49.203]',-0.115
'[09:20:49.211]',-0.095
'[09:20:49.219]',-0.095
'[09:20:49.227]',-0.085
'[09:20:49.234]',-0.085
'[09:20:49.242]',-0.095
'[09:20:49.250]',-0.115
'[09:20:49.258]',-0.105
'[09:20:49.266]',-0.115
'[09:20:49.273]',-0.115
'[09:20:49.281]',-0.125
'[09:20:49.289]',-0.115
'[09:20:49.297]',-0.135
'[09:20:49.305]',-0.115
'[09:20:49.313]',-0.105
'[09:20:49.320]',-0.135
'[09:20:49.328]',-0.125
'[09:20:49.336]',-0.115
'[09:20:49.344]',-0.115
'[09:20:49.352]',-0.105
'[09:20:49.359]',-0.095
'[09:20:49.367]',-0.095
'[09:20:49.375]',-0.095
'[09:20:49.383]',-0.095
'[09:20:49.391]',-0.085
'[09:20:49.398]',-0.065
'[09:20:49.406]',-0.065
'[09:20:49.414]',-0.065
'[09:20:49.422]',-0.075
'[09:20:49.430]',-0.075
'[09:20:49.438]',-0.065
'[09:20:49.445]',-0.075
'[09:20:49.453]',-0.075
'[09:20:49.461]',-0.075
'[09:20:49.469]',-0.105
'[09:20:49.477]',-0.075
'[09:20:49.484]',-0.085
'[09:20:49.492]',-0.065
'[09:20:49.500]',-0.075
'[09:20:49.508]',-0.075
'[09:20:49.516]',-0.095
'[09:20:49.523]',-0.075
'[09:20:49.531]',-0.085
'[09:20:49.539]',-0.035
'[09:20:49.547]',0.015
'[09:20:49.555]',0.005
'[09:20:49.563]',0.055
'[09:20:49.570]',0.085
'[09:20:49.578]',0.145
'[09:20:49.586]',0.105
'[09:20:49.594]',0.015
'[09:20:49.602]',0.035
'[09:20:49.609]',-0.065
'[09:20:49.617]',-0.105
'[09:20:49.625]',-0.105
'[09:20:49.633]',-0.155
'[09:20:49.641]',-0.135
'[09:20:49.648]',-0.115
'[09:20:49.656]',-0.135
'[09:20:49.664]',-0.175
'[09:20:49.672]',0.315
'[09:20:49.680]',1.255
'[09:20:49.688]',2.295
'[09:20:49.695]',2.645
'[09:20:49.703]',0.885
'[09:20:49.711]',-0.865
'[09:20:49.719]',-0.935
'[09:20:49.727]',-0.555
'[09:20:49.734]',-0.345
'[09:20:49.742]',-0.245
'[09:20:49.750]',-0.215
'[09:20:49.758]',-0.225
'[09:20:49.766]',-0.225
'[09:20:49.773]',-0.205
'[09:20:49.781]',-0.215
'[09:20:49.789]',-0.205
'[09:20:49.797]',-0.195
'[09:20:49.805]',-0.205
'[09:20:49.813]',-0.165
'[09:20:49.820]',-0.175
'[09:20:49.828]',-0.185
'[09:20:49.836]',-0.185
'[09:20:49.844]',-0.155
'[09:20:49.852]',-0.155
'[09:20:49.859]',-0.155
'[09:20:49.867]',-0.145
'[09:20:49.875]',-0.095
'[09:20:49.883]',-0.115
'[09:20:49.891]',-0.125
'[09:20:49.898]',-0.085
'[09:20:49.906]',-0.105
'[09:20:49.914]',-0.095
'[09:20:49.922]',-0.095
'[09:20:49.930]',-0.075
'[09:20:49.938]',-0.075
'[09:20:49.945]',-0.085
'[09:20:49.953]',-0.095
'[09:20:49.961]',-0.045
'[09:20:49.969]',-0.055
'[09:20:49.977]',-0.025
'[09:20:49.984]',-0.035
'[09:20:49.992]',-0.035
'[09:20:50.000]',-0.035
'[09:20:50.008]',-0.055
'[09:20:50.016]',-0.085
'[09:20:50.023]',-0.085
'[09:20:50.031]',-0.095
'[09:20:50.039]',-0.085
'[09:20:50.047]',-0.085
'[09:20:50.055]',-0.075
'[09:20:50.063]',-0.065
'[09:20:50.070]',-0.095
'[09:20:50.078]',-0.085
'[09:20:50.086]',-0.065
'[09:20:50.094]',-0.095
'[09:20:50.102]',-0.065
'[09:20:50.109]',-0.065
'[09:20:50.117]',-0.055
'[09:20:50.125]',-0.025
'[09:20:50.133]',-0.055
'[09:20:50.141]',-0.045
'[09:20:50.148]',-0.035
'[09:20:50.156]',-0.045
'[09:20:50.164]',-0.025
'[09:20:50.172]',-0.035
'[09:20:50.180]',-0.045
'[09:20:50.188]',-0.045
'[09:20:50.195]',-0.035
'[09:20:50.203]',-0.065
'[09:20:50.211]',-0.065
'[09:20:50.219]',-0.075
'[09:20:50.227]',-0.065
'[09:20:50.234]',-0.075
'[09:20:50.242]',-0.055
'[09:20:50.250]',-0.065
'[09:20:50.258]',-0.055
'[09:20:50.266]',-0.065
'[09:20:50.273]',-0.075
'[09:20:50.281]',-0.095
'[09:20:50.289]',-0.085
'[09:20:50.297]',-0.065
'[09:20:50.305]',0.005
'[09:20:50.313]',0.035
'[09:20:50.320]',0.035
'[09:20:50.328]',0.055
'[09:20:50.336]',0.105
'[09:20:50.344]',0.155
'[09:20:50.352]',0.095
'[09:20:50.359]',0.045
'[09:20:50.367]',0.035
'[09:20:50.375]',-0.035
'[09:20:50.383]',-0.075
'[09:20:50.391]',-0.095
'[09:20:50.398]',-0.135
'[09:20:50.406]',-0.145
'[09:20:50.414]',-0.105
'[09:20:50.422]',-0.165
'[09:20:50.430]',-0.095
'[09:20:50.438]',0.475
'[09:20:50.445]',1.415
'[09:20:50.453]',2.415
'[09:20:50.461]',2.505
'[09:20:50.469]',0.605
'[09:20:50.477]',-0.915
'[09:20:50.484]',-0.915
'[09:20:50.492]',-0.515
'[09:20:50.500]',-0.315
'[09:20:50.508]',-0.215
'[09:20:50.516]',-0.225
'[09:20:50.523]',-0.215
'[09:20:50.531]',-0.215
'[09:20:50.539]',-0.215
'[09:20:50.547]',-0.205
'[09:20:50.555]',-0.195
'[09:20:50.563]',-0.195
'[09:20:50.570]',-0.195
'[09:20:50.578]',-0.185
'[09:20:50.586]',-0.175
'[09:20:50.594]',-0.195
'[09:20:50.602]',-0.185
'[09:20:50.609]',-0.145
'[09:20:50.617]',-0.145
'[09:20:50.625]',-0.145
'[09:20:50.633]',-0.145
'[09:20:50.641]',-0.115
'[09:20:50.648]',-0.125
'[09:20:50.656]',-0.115
'[09:20:50.664]',-0.095
'[09:20:50.672]',-0.105
'[09:20:50.680]',-0.115
'[09:20:50.688]',-0.095
'[09:20:50.695]',-0.085
'[09:20:50.703]',-0.095
'[09:20:50.711]',-0.085
'[09:20:50.719]',-0.065
'[09:20:50.727]',-0.045
'[09:20:50.734]',-0.045
'[09:20:50.742]',-0.025
'[09:20:50.750]',-0.025
'[09:20:50.758]',-0.035
'[09:20:50.766]',-0.065
'[09:20:50.773]',-0.065
'[09:20:50.781]',-0.085
'[09:20:50.789]',-0.075
'[09:20:50.797]',-0.065
'[09:20:50.805]',-0.075
'[09:20:50.813]',-0.065
'[09:20:50.820]',-0.075
'[09:20:50.828]',-0.085
'[09:20:50.836]',-0.075
'[09:20:50.844]',-0.105
'[09:20:50.852]',-0.065
'[09:20:50.859]',-0.065
'[09:20:50.867]',-0.065
'[09:20:50.875]',-0.045
'[09:20:50.883]',-0.055
'[09:20:50.891]',-0.065
'[09:20:50.898]',-0.065
'[09:20:50.906]',-0.045
'[09:20:50.914]',-0.035
'[09:20:50.922]',-0.015
'[09:20:50.930]',-0.035
'[09:20:50.938]',-0.025
'[09:20:50.945]',-0.035
'[09:20:50.953]',-0.085
'[09:20:50.961]',-0.065
'[09:20:50.969]',-0.075
'[09:20:50.977]',-0.065
'[09:20:50.984]',-0.055
'[09:20:50.992]',-0.045
'[09:20:51.000]',-0.045
'[09:20:51.008]',-0.075
'[09:20:51.016]',-0.075
'[09:20:51.023]',-0.055
'[09:20:51.031]',-0.125
'[09:20:51.039]',-0.075
'[09:20:51.047]',-0.075
'[09:20:51.055]',-0.075
'[09:20:51.063]',-0.055
'[09:20:51.070]',0.015
'[09:20:51.078]',-0.015
'[09:20:51.086]',0.025
'[09:20:51.094]',0.045
'[09:20:51.102]',0.115
'[09:20:51.109]',0.115
'[09:20:51.117]',0.065
'[09:20:51.125]',0.055
'[09:20:51.133]',0.005
'[09:20:51.141]',-0.095
'[09:20:51.148]',-0.065
'[09:20:51.156]',-0.175
'[09:20:51.164]',-0.145
'[09:20:51.172]',-0.135
'[09:20:51.180]',-0.095
'[09:20:51.188]',-0.215
'[09:20:51.195]',0.155
'[09:20:51.203]',1.005
'[09:20:51.211]',1.965
'[09:20:51.219]',2.535
'[09:20:51.227]',1.605
'[09:20:51.234]',-0.315
'[09:20:51.242]',-0.975
'[09:20:51.250]',-0.735
'[09:20:51.258]',-0.455
'[09:20:51.266]',-0.325
'[09:20:51.273]',-0.235
'[09:20:51.281]',-0.235
'[09:20:51.289]',-0.235
'[09:20:51.297]',-0.235
'[09:20:51.305]',-0.235
'[09:20:51.313]',-0.215
'[09:20:51.320]',-0.225
'[09:20:51.328]',-0.215
'[09:20:51.336]',-0.205
'[09:20:51.344]',-0.215
'[09:20:51.352]',-0.195
'[09:20:51.359]',-0.195
'[09:20:51.367]',-0.195
'[09:20:51.375]',-0.165
'[09:20:51.383]',-0.175
'[09:20:51.391]',-0.175
'[09:20:51.398]',-0.155
'[09:20:51.406]',-0.165
'[09:20:51.414]',-0.165
'[09:20:51.422]',-0.165
'[09:20:51.430]',-0.125
'[09:20:51.438]',-0.095
'[09:20:51.445]',-0.135
'[09:20:51.453]',-0.135
'[09:20:51.461]',-0.135
'[09:20:51.469]',-0.135
'[09:20:51.477]',-0.135
'[09:20:51.484]',-0.115
'[09:20:51.492]',-0.085
'[09:20:51.500]',-0.135
'[09:20:51.508]',-0.085
'[09:20:51.516]',-0.065
'[09:20:51.523]',-0.055
'[09:20:51.531]',-0.105
'[09:20:51.539]',-0.125
'[09:20:51.547]',-0.135
'[09:20:51.555]',-0.125
'[09:20:51.563]',-0.125
'[09:20:51.570]',-0.165
'[09:20:51.578]',-0.125
'[09:20:51.586]',-0.115
'[09:20:51.594]',-0.135
'[09:20:51.602]',-0.125
'[09:20:51.609]',-0.105
'[09:20:51.617]',-0.095
'[09:20:51.625]',-0.095
'[09:20:51.633]',-0.125
'[09:20:51.641]',-0.155
'[09:20:51.648]',-0.045
'[09:20:51.656]',-0.075
'[09:20:51.664]',-0.085
'[09:20:51.672]',-0.075
'[09:20:51.680]',-0.045
'[09:20:51.688]',-0.065
'[09:20:51.695]',-0.075
'[09:20:51.703]',-0.095
'[09:20:51.711]',-0.075
'[09:20:51.719]',-0.105
'[09:20:51.727]',-0.075
'[09:20:51.734]',-0.105
'[09:20:51.742]',-0.085
'[09:20:51.750]',-0.065
'[09:20:51.758]',-0.105
'[09:20:51.766]',-0.105
'[09:20:51.773]',-0.135
'[09:20:51.781]',-0.135
'[09:20:51.789]',-0.095
'[09:20:51.797]',-0.075
'[09:20:51.805]',-0.045
'[09:20:51.813]',0.005
'[09:20:51.820]',0.035
'[09:20:51.828]',0.005
'[09:20:51.836]',0.045
'[09:20:51.844]',0.125
'[09:20:51.852]',0.085
'[09:20:51.859]',0.045
'[09:20:51.867]',0.035
'[09:20:51.875]',-0.005
'[09:20:51.883]',-0.095
'[09:20:51.891]',-0.095
'[09:20:51.898]',-0.135
'[09:20:51.906]',-0.185
'[09:20:51.914]',-0.125
'[09:20:51.922]',-0.115
'[09:20:51.930]',-0.195
'[09:20:51.938]',0.005
'[09:20:51.945]',0.765
'[09:20:51.953]',1.645
'[09:20:51.961]',2.525
'[09:20:51.969]',1.985
'[09:20:51.977]',0.025
'[09:20:51.984]',-1.005
'[09:20:51.992]',-0.805
'[09:20:52.000]',-0.485
'[09:20:52.008]',-0.295
